id,text,teacher_uptake_student,student_uptake_teacher
38827,"STUDENT:
    And she invited him to watch a film and then she was drunk because of too much vine
    She was consuming the vine ) ? TEACHER:
    Ah, I remember that one too, cool!
    She did consime too much wine!",0.990465057,0.922340881
38828,"STUDENT:
    ok!
    And the other man
    What is his name
    hm TEACHER:
    Norman?",0.938011181,0.462590785
38829,"STUDENT:
    Yes!
    I like him actually ) TEACHER:
    Me too!",0.969062884,
38830,"STUDENT:
    Ok! Norman. Do you remember his dougter TEACHER:
    yes!",0.936734495,0.808910675
38831,"STUDENT:
    She has jus returned after her rehab
    And she met the Norman's girlfriend TEACHER:
    Oh, yes",0.76079808,
38832,"STUDENT:
    And than he (isportil)) all TEACHER:
    but Norman threw her out because he said he was just waiting 'for the other shoe to drop'?
    Yes, I remember. He ruined everything!",0.757956475,0.915951386
38833,"STUDENT:
    And his daughter go away and the woman too because of his behavior TEACHER:
    yes, I remember!",0.632335879,0.957331175
38834,"STUDENT:
    Yes!! He ruined everything
    Ok TEACHER:
    Ok, perfect. Now we bring in the modals! Do you think Lisa and Sandy could be good friends?",0.862635618,0.79345386
38835,"STUDENT:
    And then he appologized with the doughter TEACHER:
    He apologized to his daughter?",0.9862835,0.269938712
38836,"STUDENT:
    I think they can't be good friends TEACHER:
    Why not?",0.894265864,0.408214047
38837,"STUDENT:
    He apologized to his daughter yes!
    Because it's not Sandy's main idea actually
    He wold like to be a pair with her I think TEACHER:
    Ok :))) I see what you mean",0.760864431,0.710870989
38838,"STUDENT:
    To date with her TEACHER:
    a couple
    yes!",0.784799579,0.836410868
38839,"STUDENT:
    Etc )) TEACHER:
    etc!))",0.998734558,0.924797486
38840,"STUDENT:
    Yes! ) TEACHER:
    Ok! Do you think they might be good together? as a couple/
    ?",0.716456008,
38841,"STUDENT:
    1.0
    They have the same sense of humor. It's the first thing in the couple I think )
    So TEACHER:
    Oh really? If it's 100%, they ___ be good together",0.613601861,0.9497698
38842,"STUDENT:
    The must
    they TEACHER:
    Yes :)))
    Ah, interesting! I wouldn't say <TEACHER'S HUSBAND> and I have the same sense of humour!
    Well, only some of it is the same",0.766959139,0.628520373
38843,"STUDENT:
    It was a joke ))
    But I like people with the same sense of humor I have TEACHER:
    No, it's an interesting thought!
    Do you and <STUDENT'S HUSBAND> have a similar sense of humour?",0.992949794,0.998053121
38844,"STUDENT:
    I mean not just people to date or to marriage )
    Friends too
    Yes we have I think
    And maybe it becomes more and more similar )))))
    It's not a good thing TEACHER:
    Oh, that's definitely true! It becomes more similar with time",0.993615265,0.985944757
38845,"STUDENT:
    I think my authentic sense of humor is better ))))
    haha TEACHER:
    Haha, I see! Your pre-<STUDENT'S HUSBAND> sense of humour :))",0.997413064,0.554075477
38846,"STUDENT:
    yes )))) TEACHER:
    I think I was more sarcastic before <TEACHER'S HUSBAND>, so he must be having a good influence on me",0.79438204,0.941923195
38847,"STUDENT:
    I like sarcastic people ) TEACHER:
    Like Norman!",0.968782995,0.993697456
38848,"STUDENT:
    Yes!
    It was my thought ) TEACHER:
    Do you think Norman and his girlfriend might stay together?
    Ah, he is such a brilliant actor. Have you seen 'Little Miss Sunshine'?",0.838162925,0.891329538
38849,"STUDENT:
    No
    it's the series or the movie? TEACHER:
    It's an excellent movie, with him. My sister got me to watch it and it's one of my favourites now
    It's quite old now!",0.996488759,0.929820481
38850,"STUDENT:
    I'm not sure. They might (may, could) be together TEACHER:
    Yes, definitely!",0.206217318,0.0358024
38851,"STUDENT:
    I have to watch it
    I like the actor
    he is really cool TEACHER:
    Oh yes, I really recommend!
    Ok! can't / must / might / may / could + Vinfinitive are ways to talk about what might happen in the present / future",0.263861597,0.883623913
38852,"STUDENT:
    sorry ) TEACHER:
    welcome back!))",0.754001642,0.698431855
38853,"STUDENT:
    thank you ))
    I was just shocked that we have a new grammar today )) TEACHER:
    Wait for it! More is coming!
    And you decided to run? :))))",0.673452672,0.925441608
38854,"STUDENT:
    Yes )) TEACHER:
    Ah, wait, first we'll see how to use them in the past",0.537728972,0.879142822
38855,"STUDENT:
    ok ) TEACHER:
    For example, I look out of the window in the morning and see that the street is wet
    Ah! It must have rained at night
    or the street is dry
    It can't have rained at night!",0.625001504,0.678305876
38856,"STUDENT:
    I see TEACHER:
    the same modal verbs + have + past participle (the third form of the verb)",0.697772947,0.67035428
38857,"STUDENT:
    ok! TEACHER:
    Norman really misses his wife. They must have been very happy together",,0.677056365
38858,"STUDENT:
    yes! TEACHER:
    But Sandy is divorced. He and his ex-wife can't have been very happy together
    And of course, could / might / may are used for everything in between",,0.517389209
38859,"STUDENT:
    ex-wives ) TEACHER:
    yes :)
    His boots are covered in mud. He might have walked through the fields
    The modals of deduction, like the method that Sherlock Holmes used",0.622861197,0.895142566
38860,"STUDENT:
    Or just might have jumped in muddy puddles ) TEACHER:
    Exactly!)))
    <STUDENT> must have watched a lot of Peppa Pig :)))",0.828368779,0.989556511
38861,"STUDENT:
    haha
    You must have watched it too
    If you know what I mean ) TEACHER:
    I actually haven't watched as many as you have! <TEACHER'S CHILD> was never really into it
    as many episodes of Peppa I mean",0.993128955,0.998058194
38862,"STUDENT:
    It's a pity
    I love the humor in the cartoon TEACHER:
    I always feel sorry for Daddy Pig though",0.949983671,0.947855351
38863,"STUDENT:
    haha TEACHER:
    They are so mean to him sometimes
    Ok, I'll send you a link to some exercises, to practise modals of deduction in the past",,0.890314839
38864,"STUDENT:
    Now I see than you must have watched not enough Peppa
    He is quite selfconfident I think TEACHER:
    Well, yes, it was enough for me!))",0.950358397,0.561201542
38865,"STUDENT:
    so it's fear ) TEACHER:
    Ah, I see! Daddy Pig must have changed in the later seasons then :)",0.216594269,0.677084691
38866,"STUDENT:
    aha
    ok ) TEACHER:
    Ok, I'll let you go! I'll send you the link. Have a nice afternoon! Speak to you on Friday :)",0.813657842,0.538368058
38867,"STUDENT:
    you too
    Thank you
    see you! ) TEACHER:
    Bye!",0.981011665,0.972367596
38869,"STUDENT:
    Hi <TEACHER>!
    How are you? TEACHER:
    Hi <STUDENT>!",0.998767394,
38870,"STUDENT:
    There are some troubles with typing my name ))) TEACHER:
    Ha, it takes me a few attempts to type my username here sometimes!",0.995181753,0.968006583
38871,"STUDENT:
    yes TEACHER:
    And then I think, oops, my students will think I can't even spell my own name!
    How are you today?",,0.608412305
38872,"STUDENT:
    Bu have you noticed that when you type a letter than it disappears?
    *but TEACHER:
    I know, it's weird! I don't know why",0.288280163,0.306922094
38873,"STUDENT:
    I thought the same. I mean what my teacher has to think )
    But then I've noticed it
    Ok! So you know that it's not my problems with spelling )))
    I'm ok TEACHER:
    So, you don't know what I'm thinking. And you think: I wonder what my teacher ___ think (a modal verb)",0.993285806,0.894368112
38874,"STUDENT:
    Have had a yoga lesson today
    But actually I would like to sleep instead ) TEACHER:
    Sometimes a nap is better than yoga!",0.99818027,0.189704515
38875,"STUDENT:
    my teacher could do? TEACHER:
    Yes! what my teacher could / might/ may think
    or 'what my teacher could / might / may be thinking
    be Ving = continuous infinitive",0.998148575,0.648773953
38876,"STUDENT:
    sure! TEACHER:
    to do = simple infinitive",,0.124758121
38877,"STUDENT:
    ok! TEACHER:
    I wonder whether you might be having a cup of macha latte as you're chatting with me here
    continuous infinitive))",,0.75509008
38878,"STUDENT:
    I've had a cup of coffee
    And I'm thinking about one more )))) TEACHER:
    It's actually spelled 'matcha' I think",0.255094937,0.991766319
38879,"STUDENT:
    I think so ) TEACHER:
    Did you not get a good night's sleep?",0.74299608,0.820681009
38880,"STUDENT:
    Actually now I have to take some pills
    I think it's because of them I don't fell 100% TEACHER:
    Oh sorry to hear that!!",0.850920372,0.209631557
38881,"STUDENT:
    feel
    I think it will be better when I'll finish them
    them or to? ) TEACHER:
    Yes, I hope you'll feel better when you finish them!",0.999501851,0.891574664
38882,"STUDENT:
    them or it?
    ok! )
    Thank you! ) TEACHER:
    How's <STUDENT'S HUSBAND> feeling? Is he back to normal with his sense of smell and taste?",0.661710153,0.830163053
38883,"STUDENT:
    yes!
    I think he was ok in about two or three week after the covid had started
    thank you TEACHER:
    Very good use of Past Perfect there!
    And very good news!",0.596987938,0.987871443
38884,"STUDENT:
    thanks )) TEACHER:
    So I told you on Facebook that we had a lovely snowy morning! Can you guess what's going on at the moment? Using can't / must / might / may / could :)",0.833689097,0.916979864
38885,"STUDENT:
    It could be melting now? ) TEACHER:
    Good guess! Keep going)",0.83670376,0.973683392
38886,"STUDENT:
    haha TEACHER:
    We need to use those modals!",,0.807886412
38887,"STUDENT:
    It's my favourite
    sure! TEACHER:
    Any other ideas?",0.789753397,0.269245532
38888,"STUDENT:
    Ah
    ok TEACHER:
    Sorry, I miscommunicated there!",0.831318769,0.488595397
38889,"STUDENT:
    it could be becoming muddy puddles? ) TEACHER:
    Ah, spot-on! It's all ugly slush and muddy puddles!",0.999436342,0.418031009
38890,"STUDENT:
    And it could be that Peppa Pig will visit you? )) TEACHER:
    But there's more! Snow has turned into freezing rain! Yuck
    Even Peppa wouldn't enjoy this! Too cold",0.992211844,0.721173225
38891,"STUDENT:
    oh, no! TEACHER:
    Ah well, at least we enjoyed it in the morning!",0.902913383,0.645657873
38892,"STUDENT:
    How cold is now there? TEACHER:
    About +1, so I was actually hoping the snow would set
    But alas!)))",0.989923973,0.434100975
38893,"STUDENT:
    haha
    I like the word )
    you know ) TEACHER:
    It's very useful))))",0.934414101,0.604752523
38894,"STUDENT:
    every time this year ))
    everytime TEACHER:
    Definitely a good word for 2020!
    every time is two words))",0.977255194,0.904930208
38895,"STUDENT:
    agree ))
    Ah! Really? ) Ok! Every time ) TEACHER:
    Ok, time for another modal verb (that I'm sure you know very well). Should",0.861180077,0.986055014
38896,"STUDENT:
    yes TEACHER:
    We don't actually use 'should' as a modal of deduction",,0.740688992
38897,"STUDENT:
    Do you remember the professor from York TEACHER:
    I do!",0.995311244,0.545510914
38898,"STUDENT:
    Every time he was asking me Should I do something blablabla
    miss )) TEACHER:
    Yes, correct! 'do you think it's a good idea for me to do something?'",0.912132008,0.799506648
38899,"STUDENT:
    yes TEACHER:
    Should is good for giving advice
    It's cold. You should wear a hat",,0.760700236
